emotions,text
3,@JudysLullaby Because to my when will be the day that one of the expocomic invite judy to san luis 
3,I'm talking with jara of the bands that we grew up and I grab a nostalgia
2,THEY BROUGHT OUT AMERICAN HORROR STORY ON NETFLIX THE FRUIT MOTHER I GAVE BIRTH TO YOU GUYS I'M LLORAMDO THAT LIFE MAKES ME UNHAPPY
3,Never play with my anxiety
3,It was ...... #sadness
1,I want to steal a smile and tell you that I love you✨
1,My relationship with yerko is a shit of laughter
3,@Ivansexxxoso Thanks.. you're the kind of friend that you miss when you are going... 
1,"I love to see my crush to study and that she will go with the understanding by myself things, I love to see their enthusiasm and as you shine your eyes."
1,"After three months without water this I get #Happy thank you galaxy, until you came. The pipes did not exist #NMJ "
1,If you want to see her smile talk to me and she'll tell you how it was that he forgot everything that was you when I met my
2,"And until they send me to accommodate a folder, this is serious #fear"
0,"@CastelarCibrian @ComicoNovato that mere province. But don't be mad, you seem to dog on the street rabid. Anda di something to my avatar."
3,"@Juls555 @donfelixSPM I have seen men weep with despair and anguish before a small, thin agujita syringe."
3,Value your grandparents are the best they have in life. It tells someone who lost his grandmother last 6 hours
2,And now a bit of politics: Ripe afraid.
2,Flowing the disappointment of Dumb despair But everything has relief Least say goodbye <3
0,@FireofRam @KekoMDZ JUST I've SEEN FOR THE TL AND I was GOING TO INSULT
1,"All are involved in this sweepstakes and in-the - @ElJuanpaZurita and as we, to see if luck sticks to us one of us :v #Glimmer"
0,@EzequielLuucas @MaiRejis Fight of couples here not
1,3.1415. Not but yes I like you 
2,We both want to but we kill the cowardice !!!
0,"If you do bleed to a god people would stop believing in it, the water is tint of red and attend to the sharks"
1,Cámbiaste my life gave him joy
0,I feel that I choke on the anger
1,@ToritaMyQueen @Valentin_Ass That makes it more funny still
1,@DebRyanShow @TecnopolisNC #glimmer you will go great
3,Your first day is not at the summit this very sad.
2,I'm only afraid of one thing: don't sentime loved by those around me. #fear
0,*Frowns annoyed* I'll leave when I took the coffee
3,"Today, despite the claims of thousands of citizens, the @INEMexico unanimously adopted guidelines for censoring the social networks."
1,@Natrioshka I sometimes I go to twitter just to read this woman. Greetings miss!
2,@TinchoVoley6 Jajajajaja #afraid ahre
0,"This alarm is set to within 4 hours and 12 min, I'm crying"
3,"@BlueValerie_ unfortunately, are the heads of terms do not understand"
3,"Merlí, How to get away, 13 reasons, Stranger things, Narcos.. are going to dignar to appear again some day? I have abandoned.."
3,I don't want to be 26 .
0,@Factanonverbaa_ Who the hell you are and why you are me stalkeando if I have not addressed to you in life. You will be another offended in the end. Block.
1,@dua_cabello And clear that they have the fandom and for a while cheeee 
0,@ConElMazoDando #TeLoDijeLaConstituyenteSiVa A GUARD seriously INJURED IN DAIRY AND ANY PARIODICO PUBLISHED!! TERRORISM!!
0,My most terrible year were the 12 
1,tomorrow is a holiday so I don't have to get up early I love life
3,A month separated mamita linda!! I miss you 
1,That subject nice to my mother
2,that anxiety shit vo
0,I hate literally that Girl 
2,"With 22 years I'm going to pump my blood with my grandmother, and it makes me a lump in the throat! #Decrecernihablemos #Fear"
3,"If you are calm and confident, or fearful and with low self-esteem, depends upon dopamine (hormone of pleasure)."
2,"I need to get out in the dark I see more clear that with two suns, and is a piece of shit all that is flows through me "
0,it was a night ricotera and ba did not give a fuck I'm angry
2,@Kellyasecas Well hahaha anxious 
1,"Because everything I do, I do for and to me! #satisfaction"
3,"@stevenarce Minicooper, q worth, we are having to pack."
2,"If you have curly hair, you know the terror that comes back with the wet weather 🦁"
3,"share something diverido on facebook makes me feel guilt, it is still normal? "
3,"What's ugly to sleep with anger or sadness is not that it is, but I think that is sensitivity "
1,"@BBarbip Jajajajajajaja I can not, it is confidentiality that "
2,"Time passes even though parezck impossible, even despite the fact that each movement of the hand uel clock hurts."
0,@PonePrimera870 @RominaDelPla @romanlejtman16 Resentful. Make treat. Poor students. The gestures educate and yours is violent
1,I think that if it were more cool or fun would have more friends but not #felizdiadelamigo
3,The strange thing a lot 
2,Love dangerous. What is love when you say so easily 'goodbye'? Is it love when we've surrendered before we tried?
2,"That horror to think at all and that I was in tears, I am so sad"
3,"I'm bored, I'm hungry, and I feel alone. Send taquitos"
2,I always damaging my cell that surprise 🤷♀️🤦♀️
1,"The desire that I had to take a beer friaaa, the only thing that I was able to take advantage today of the tent "
2,"Since yesterday that I am super upset and nervous with nausea, and at home I was told yyyy good MANDALE to THE LINDEN leaves I prefer a wine"
3,I had forgotten that all of the zika and chiconguya and was doing fine rods without the repellent until I tapizaron of pickets and mentró'l fright.
2,That despair neaa
0,Now the iguazos say the Colombians come out to offend the great @ArjenRobben to how well many people it is a severe plague
1,"#LaPrimavera #Vichada, in every heart of the colombian beats the pride for our country Happy #20DeJulio! #UnLíderParaTodos"
0,Because it takes time to Come to look for?
0,"@LuchoCassinotti I don't pq you tell me resentful, and you know q I'm not"
3,"Unfortunately, and come wing conclusion q @Belgrano not to think of the partners and the truth q hurts"
3,Many more are more ambitious and feet are away from the earth because they do not care to pass them to others selfish 
1,"@Eduardo_GarzaT Ventura Knight, I like it very much, greetings"
0,@radionica as it was the previous batch I missed the.name of the song where he said with. The force of the rage thanks
0,"AND SERIOUSLY, IF NOT FOR NO MORE THAN THIS IS NOT FOR NOTHING AND BY NOTHING ESTIY FURIOUS"
3,I am a little ball of sleep and tiredness
2,Within minutes of my first class... 
3,Someone q I want to brighten up the night?? Because I is by give depression grade 100
1,Assets of new 
1,@KLeal95 Already almost time for the truth! And I'm more excited than you! Hahaha
1,"Sleep the dwarf, and already not that to do. Despertate ,dale,no ,better I kept sleeping "
3,"@shobjin Fuck yeah, if I have bored you with that do not realize that they are all like brothers, they spend with those things"
1,"That funny situation; I am writing and there are a thousand occupations. I fail to do so, and those occupations will magically go away "
3,@Macnusxdxd I put something in the..... Porq had a serious problem: :'v
2,@SofiaIturres Maybe he saw something... 
3,"Without being able to sleep, my head thinks and thinks, taking difficult decisions. "
1,@Camila_Cabello @BrunoMars I'M PROUD OF YOU ❤
0,"Always it seemed to me an insult,considering that the people need leaders who will guide and lead by example and Naive, I thought that they did not need to ""guide"""
3,Want to tell you what happens to me with you not missing me But ALAS THAT COWARD THAT I AM
1,I had a nice Sunday 
3,This morning I was making this eternal 
2,@AngeldebritoOk please that horrible thing
1,"@naomi1755 oh a year Ago!? Wow... It continues to surprise it's great that you've painted, Naomi! ^^"
3,Here the more depressing.do
2,I opened the window single 
0,"Ok most of these prompts to shit on exo!g*rls if you were chosen but not mine, they were great. #angry"
3,"It was the perfect night, something had to go "
2,"Data @FPCIUDADANA and @GobiernodeChile say q crime has gone down, without/emb sense d insecurity continues. Great job d press "
1,Happiness comes when you least expect it; it take advantage of it! that anything lose with it. #Fav #RT #FF #happiness
3,Sometimes I feel that I want to handle panic attacks
1,"My @Angela_ChefMX ""chocolate heart"" "
1,"As said the great pity alvarez,I have THE FRIENDS THAT I HAVE, I do not ask for more nothing his joy in my life and celebrate each moment lived."
1,@paulaquimor My happiness is on the rise
3,I am very bored 
0,"@Pablo_Iglesias_ Paul is very angry, all we know is that Paul also wants to go to the party."
2,What rage that I have and I have to go to cosoooo
1,@_Laura24 This well-hableme that I am not proud
1,"goats, just step by to tell you that I'm more entertaining than I ever would have thought to be today. End of the press release."
2,"@AntoAntimilla If you see them you won't regret it, terrible disgust"
2,"@MrMisingno @VidaModernaOML WHO are you calling WEIRD, I'M OFFENDED."
2,The heart is cold as can be? if within my veins flows the blood boiling.
3,"You can not believe the goal that was lost Chaca, hand-to-hand the shot out"
1,Hahahaha it's very funny to think of the whole situation
3,"As quiereme, I'll pay you "
0,"Normally I do grind your teeth when I'm angry, one day I will come out one."
